File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_000583495;0.01;0;0;0.39;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.12;0.06;0.02;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0;0.01;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.39;
GCF_000583515;0.01;0;0;0.46;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.12;0.05;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.46;
GCF_000583535;0.01;0;0;0.56;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0;0.01;0.01;0.1;0.07;0.01;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.56;
GCF_000583555;0.01;0.01;0.01;0.39;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0;0.02;0.02;0.02;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.14;0.08;0.02;0.01;0.09;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.1;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.02;baumannii;baumannii;WAHR;0.39;
GCF_000583575;0.01;0;0;0.44;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.15;0.07;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.44;
GCF_000583595;0.01;0;0;0.5;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0.01;0.12;0.06;0.01;0.01;0.09;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.5;
GCF_000584015;0.01;0;0;0.09;0.01;0.01;0.01;0.01;0;0.01;0.01;0.09;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.13;0.01;0.01;0.01;0;0.01;0;0.06;0.13;0.01;0.01;0.32;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;pittii;pittii;WAHR;0.32;
GCF_000584035;0.01;0.01;0;0.44;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.02;0.01;0.01;0.07;0.01;0.01;0.02;0;0.01;0.01;0.08;0.06;0.01;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.44;
GCF_000584055;0.01;0;0;0.34;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.14;0.08;0.02;0.01;0.08;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_000584075;0.01;0.01;0.01;0.5;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.02;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.01;0.02;0.01;0.02;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.1;0.07;0.02;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.09;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.03;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.5;
GCF_002938815;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.29;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0;0.01;0.01;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.02;0.02;0.01;0.01;0.01;0.01;indicus;sp.;FALSCH;0.29;
GCF_000584115;0.01;0;0.01;0.47;0.01;0.02;0.02;0.01;0;0.01;0.01;0.06;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.01;0.02;0.02;0.01;0.02;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.12;0.08;0.02;0.01;0.09;0;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.02;0.12;0.01;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.03;0.02;0.01;0.02;baumannii;baumannii;WAHR;0.47;
GCF_000584135;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.02;0.01;0.01;0.01;0.01;0.01;0.05;0;0;0.01;0;0.01;0;0.11;0.07;0.02;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.42;
GCF_000584155;0.01;0;0;0.43;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.1;0.06;0.02;0.01;0.09;0;0.01;0.01;0;0.02;0.01;0.02;0;0.01;0.01;0;0.02;0.01;0.01;0.09;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_000584175;0.01;0;0;0.36;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0;0.01;0;0.01;0;0.11;0.06;0.01;0.01;0.1;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_000584195;0.01;0.01;0;0.47;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.02;0.01;0.01;0.01;0.09;0.06;0.02;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.02;0.01;0.01;0.08;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.47;
GCF_002938885;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.29;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;indicus;sp.;FALSCH;0.29;
GCF_000584235;0;0;0;0.47;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.02;0.01;0.01;0.01;0.01;0.01;0.05;0;0.01;0.01;0;0.01;0;0.1;0.07;0.01;0.01;0.09;0;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.47;
GCF_000584255;0.01;0;0;0.11;0.01;0.01;0.03;0.01;0;0.01;0.01;0.05;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.03;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.02;0.06;0.01;0;0.02;0.01;0.01;0.01;0.31;0.07;0.02;0.01;0.08;0;0.01;0.02;0;0.01;0.01;0.02;0;0.01;0.01;0;0.02;0.01;0.02;0.15;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.03;0.02;0.02;0.01;0.01;0.02;nosocomialis;nosocomialis;WAHR;0.31;
GCF_000584275;0.01;0;0;0.41;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0;0.01;0.01;0.05;0.04;0.01;0.01;0.07;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.41;
GCF_000584295;0.01;0;0;0.43;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0;0.01;0.01;0.1;0.07;0.01;0.01;0.1;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_000584315;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.12;0.06;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_000584335;0;0;0;0.31;0.01;0.01;0.01;0.01;0;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.08;0.05;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.02;0.02;0.01;0;0.01;baumannii;baumannii;WAHR;0.31;
GCF_000584355;0.01;0.01;0;0.34;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.1;0.06;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.34;
GCF_000584395;0.01;0;0;0.44;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.11;0.07;0.02;0.01;0.09;0.01;0.01;0.01;0;0.01;0.01;0.02;0;0.01;0.01;0.01;0.02;0.01;0.01;0.09;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.44;
GCF_004331165;0.02;0;0;0.01;0.01;0.01;0.01;0.03;0;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.04;0.04;0.01;0.01;0;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.29;0.17;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;terrae;sp.;FALSCH;0.29;
GCF_000584435;0.01;0;0.01;0.49;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.12;0.07;0.02;0.01;0.08;0;0.01;0.01;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.02;0.01;0.01;0.1;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.02;0.01;0.02;baumannii;baumannii;WAHR;0.49;
GCF_000584455;0.01;0;0.01;0.34;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0.13;0.07;0.02;0.01;0.1;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.02;baumannii;baumannii;WAHR;0.34;
GCF_000584475;0.01;0.01;0;0.4;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0;0.01;0.01;0.11;0.08;0.02;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.4;
GCF_000584495;0.01;0.01;0;0.5;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.12;0.08;0.02;0.01;0.08;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.5;
GCF_000584515;0.01;0;0.01;0.41;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.1;0.09;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.41;
GCF_000584535;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.13;0.04;0.02;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_000584555;0.01;0.01;0;0.31;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.06;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.02;0.03;0.01;0.02;0.02;0.02;0.01;0.01;0;0.02;0.02;0.02;0.02;0.01;0.01;0.06;0.01;0.01;0.02;0;0.01;0.01;0.13;0.07;0.01;0.01;0.07;0.01;0;0.01;0.01;0.02;0.02;0.02;0.01;0;0.02;0;0.01;0.01;0.01;0.1;0.02;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.02;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.31;
GCF_009372255;0.01;0;0;0.01;0.02;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.29;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0;0;0.01;guerrae;sp.;FALSCH;0.29;
GCF_000584595;0.01;0.01;0.01;0.37;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.03;0.01;0.02;0.01;0.02;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.09;0.08;0.01;0.01;0.08;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0;0.02;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.37;
GCF_000584615;0.01;0;0;0.12;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.01;0.06;0;0.01;0.01;0;0.01;0;0.4;0.08;0.01;0.01;0.07;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.17;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;nosocomialis;nosocomialis;WAHR;0.4;
GCF_000584635;0.01;0.01;0;0.36;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.09;0.06;0.02;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.01;0.01;0.01;0.08;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.03;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.36;
GCF_000584655;0.01;0.01;0.01;0.46;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.12;0.08;0.02;0.01;0.09;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.11;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.02;baumannii;baumannii;WAHR;0.46;
GCF_000584675;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.11;0.06;0.02;0.01;0.06;0;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0;0.02;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_000584695;0.01;0;0;0.32;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.15;0.08;0.01;0;0.09;0;0;0;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
